id,id_artist,num_samples,sr,centroid,rolloff,flux,rms,zcr,spectral_bw
TR686134,ART07024718,1323000,22050,"[2938.52349834 2985.67708357 3087.30108614 ... 1612.01771391 1819.64868281
 1875.40932519]","[6330.76171875 6546.09375    6836.79199219 ... 3746.77734375 3951.34277344
 3972.87597656]",[0.        0.        0.        ... 0.785478  0.2534136 0.5596611],[0.16296133 0.19929992 0.21751963 ... 0.4726441  0.43495473 0.3559716 ],[0.04833984 0.078125   0.11474609 ... 0.03857422 0.04394531 0.03955078],"[2862.32198327 2927.25078136 2995.00850176 ... 2285.5010375  2357.63681567
 2399.16731164]"
TR835623,ART25707984,1323000,22050,"[3045.34834456 2607.81415104 2304.02600747 ... 3378.27072436 3269.05879913
 3299.18526381]","[6933.69140625 6459.9609375  6040.06347656 ... 7515.08789062 6782.95898438
 7192.08984375]",[0.        0.        0.        ... 3.2495568 3.5528746 1.3320059],[0.16510817 0.21347824 0.26166114 ... 0.22721249 0.21555412 0.17740516],[0.05761719 0.07763672 0.09423828 ... 0.14697266 0.15869141 0.11914062],"[3039.08829538 2769.94177687 2553.28055965 ... 3019.69377589 2899.17420259
 2970.6064001 ]"
TR946363,ART25707984,1323000,22050,"[2252.09258458 2379.37550516 2565.23760399 ... 1865.87063361 1770.51712448
 1939.64905191]","[4446.60644531 4748.07128906 5232.56835938 ... 4575.80566406 3929.80957031
 5103.36914062]",[0.         0.         0.         ... 1.2241895  1.0460136  0.67933714],[0.22289133 0.25796857 0.28561395 ... 0.27608135 0.27460125 0.25566205],[0.05566406 0.08935547 0.12792969 ... 0.08691406 0.08642578 0.06542969],"[2192.75247995 2251.98772113 2396.61186753 ... 2563.25595193 2436.18102815
 2590.54673531]"
TR278311,ART25707984,1323000,22050,"[2679.76191905 2696.47237746 2410.40073027 ... 1206.70400017 1231.71052089
 1467.61025719]","[6513.79394531 6438.42773438 5813.96484375 ... 2508.61816406 2444.01855469
 3186.9140625 ]",[0.         0.         0.         ... 0.27852482 0.21006636 0.8559637 ],[0.17245594 0.20947373 0.23402037 ... 0.2036541  0.25450295 0.24530824],[0.04492188 0.06152344 0.07568359 ... 0.04589844 0.04394531 0.02636719],"[2945.74548714 2898.0224067  2700.32826002 ... 1743.16012047 2027.5771995
 2364.94989437]"
TR251966,ART25707984,1323000,22050,"[2061.1905127  1975.50292198 1864.80769491 ... 2300.51313807 2152.12433831
 2078.51071378]","[5017.23632812 5006.46972656 4672.70507812 ... 5146.43554688 4995.703125
 4984.93652344]",[0.        0.        0.        ... 2.1332107 1.1008548 1.1496089],[0.28677848 0.35429573 0.41483864 ... 0.39225793 0.38196462 0.32781705],[0.02832031 0.03466797 0.04248047 ... 0.06835938 0.06738281 0.05078125],"[2481.84045853 2501.03600588 2441.31132527 ... 2480.11057581 2448.00420995
 2444.78310847]"
TR455665,ART25707984,1323000,22050,"[5646.08448098 4858.90721277 4432.76590507 ... 2315.9484066  2560.4552088
 2550.32093654]","[9011.64550781 8850.14648438 8688.64746094 ... 5028.00292969 5555.56640625
 5609.39941406]",[0.        0.        0.        ... 0.9760364 0.5408112 0.8246264],[0.05440472 0.06346839 0.08431381 ... 0.18267705 0.24768369 0.22319163],[0.17041016 0.24121094 0.28515625 ... 0.12207031 0.12402344 0.09814453],"[3319.38928064 3542.19712696 3538.72347084 ... 2494.6616755  2686.7426606
 2743.7225067 ]"
TR581440,ART25707984,1323000,22050,"[4635.35400182 4483.67366907 3247.16911371 ... 3667.3957709  3891.56926993
 4262.70534021]","[9119.31152344 8860.91308594 7310.52246094 ... 7816.55273438 7891.91894531
 8171.85058594]",[0.         0.         0.         ... 1.7028716  0.59219223 0.54205114],[0.1179725  0.14301185 0.16196252 ... 0.19176799 0.16312811 0.12719041],[0.09912109 0.12597656 0.15332031 ... 0.13769531 0.16308594 0.13085938],"[3481.32896999 3406.3303231  3173.8800624  ... 3381.60810326 3370.92996612
 3330.02190297]"
TR739865,ART07024718,1323000,22050,"[1944.07419617 2142.92553101 2274.30125307 ... 1862.27989684 2056.82096158
 1807.90407462]","[5178.73535156 5426.3671875  5867.79785156 ... 5103.36914062 5695.53222656
 4166.67480469]",[0.         0.         0.         ... 0.8519182  0.83359927 2.2731993 ],[0.10859596 0.13115221 0.14728819 ... 0.316428   0.31003278 0.2676544 ],[0.03759766 0.05273438 0.06542969 ... 0.04589844 0.04003906 0.02832031],"[2674.9432822  2695.61385864 2779.68878415 ... 2494.60162405 2588.8038847
 2405.28660522]"
TR580721,ART07024718,1323000,22050,"[2394.52934769 2591.51808536 2525.22485603 ...  752.48100237 2075.21954445
 2562.26925436]","[5383.30078125 6266.16210938 5943.1640625  ...  689.0625     6782.95898438
 7245.92285156]",[0.         0.         0.         ... 0.45377287 0.24457139 0.6186619 ],[0.24923615 0.31621495 0.36560166 ... 0.47750142 0.45410654 0.37486285],[0.03027344 0.046875   0.06347656 ... 0.02587891 0.02978516 0.02490234],"[2693.97330754 2810.77251315 2796.50149598 ... 1764.66652179 3154.74350499
 3317.71662563]"
TR505289,ART07024718,1323000,22050,"[2677.37388124 2552.47660376 2495.5624389  ... 2595.8938543  2855.43130133
 2928.63572368]","[7396.65527344 6955.22460938 6578.39355469 ... 6287.6953125  6707.59277344
 6987.52441406]",[0.         0.         0.         ... 1.1119158  1.0040227  0.80585784],[0.11312692 0.14640938 0.17690581 ... 0.22888635 0.19809206 0.15567495],[0.05126953 0.07080078 0.09667969 ... 0.10742188 0.11132812 0.08642578],"[3160.07430433 3042.01997579 2965.84471654 ... 2865.88892458 2942.9106141
 3026.497899  ]"
TR336834,ART25707984,1323000,22050,"[3130.82844955 3573.48906431 3977.32897255 ... 3338.74191311 3064.93974095
 2977.07777289]","[6847.55859375 7321.2890625  7633.52050781 ... 7353.58886719 7073.65722656
 6782.95898438]",[0.        0.        0.        ... 1.3201839 1.6046348 2.6903226],[0.12390479 0.13834617 0.15730292 ... 0.17259085 0.17854959 0.15608853],[0.09375    0.16113281 0.19287109 ... 0.14599609 0.15820312 0.12060547],"[3085.14742031 3200.87676022 3114.84107416 ... 3000.51182273 2870.69600458
 2856.55811441]"
TR593858,ART25707984,1323000,22050,"[2257.35874778 2145.9577586  2264.59040306 ... 2956.41037077 2913.70949131
 2864.52435241]","[4844.97070312 4823.4375     5200.26855469 ... 6115.4296875  5738.59863281
 5490.96679688]",[0.        0.        0.        ... 1.6691687 1.7464542 1.0735388],[0.28629246 0.37311524 0.4490754  ... 0.28566054 0.27587527 0.2410321 ],[0.03613281 0.04248047 0.05371094 ... 0.13916016 0.13476562 0.09619141],"[2445.73587659 2470.36027211 2608.60082834 ... 2697.23570606 2655.66331971
 2591.01895287]"
TR622333,ART07024718,1323000,22050,"[2098.39411384 2955.60828225 3044.80215781 ... 4525.75434178 5073.68124404
 5020.79765378]","[4252.80761719 6492.26074219 6761.42578125 ... 9065.47851562 9410.00976562
 9420.77636719]",[0.        0.        0.        ... 1.1785042 1.2308352 1.0213618],[0.23994741 0.3020386  0.3488013  ... 0.23213609 0.22733049 0.19512449],[0.05908203 0.08203125 0.10058594 ... 0.10107422 0.12548828 0.11132812],"[2425.71677931 2841.50529322 2915.42580056 ... 3687.11341471 3720.684168
 3785.74857991]"
TR312732,ART25707984,1323000,22050,"[3758.34617256 3708.8599684  3553.15126482 ... 2823.39769589 2776.10024869
 2307.35451056]","[7978.05175781 7741.18652344 7601.22070312 ... 5932.39746094 5469.43359375
 4769.60449219]",[0.        0.        0.        ... 3.4198217 3.5219173 2.9932272],[0.289127   0.36906126 0.38625783 ... 0.26007265 0.24426454 0.21506707],[0.09423828 0.12597656 0.18017578 ... 0.10839844 0.10791016 0.08447266],"[3272.61186816 3226.92511005 3180.3554565  ... 2656.1314792  2568.16773418
 2419.27125512]"
TR376662,ART25707984,1323000,22050,"[1902.83841599 2272.56293743 2508.81172269 ... 3458.34781612 3221.4424477
 2920.28895429]","[4414.30664062 4780.37109375 5060.30273438 ... 7116.72363281 6826.02539062
 6083.12988281]",[0.         0.         0.         ... 0.65336615 4.935121   2.5376706 ],[0.08871299 0.10894462 0.12148725 ... 0.2494305  0.2624389  0.20849904],[0.03710938 0.05419922 0.09667969 ... 0.16064453 0.17041016 0.12792969],"[2445.89604606 2337.84860516 2406.75483058 ... 2963.77264371 2893.81191903
 2788.07820849]"
TR761059,ART07024718,1323000,22050,"[3119.62646835 3425.18336832 3612.63059336 ... 3070.66477006 3025.35987726
 2796.31276227]","[7601.22070312 7956.51855469 8031.88476562 ... 7127.49023438 6890.625
 6287.6953125 ]",[0.        0.        0.        ... 2.042157  4.8426375 2.2215674],[0.11048188 0.13281912 0.15113366 ... 0.44025317 0.4866487  0.40384907],[0.06787109 0.11132812 0.15722656 ... 0.125      0.09423828 0.07324219],"[3207.77814982 3294.86875289 3293.7180149  ... 3088.60926635 2998.48288394
 2885.82306423]"
TR291776,ART25707984,1323000,22050,"[2635.0025788  2700.04589348 2872.12837778 ... 1961.98254172 2128.17475391
 2680.63253974]","[5178.73535156 5415.60058594 6599.92675781 ... 4941.87011719 5394.06738281
 6922.92480469]",[0.        0.        0.        ... 0.4572865 1.5799339 2.354704 ],[0.10383779 0.12838066 0.22359817 ... 0.39351782 0.41075414 0.36036405],[0.06396484 0.09277344 0.1328125  ... 0.03710938 0.04345703 0.03173828],"[2448.10292413 2482.79119687 2706.39925281 ... 2538.60073418 2724.41829111
 3125.20841325]"
TR363564,ART25707984,1323000,22050,"[3404.17847509 3916.35772946 4092.43014343 ... 3113.40516528 3065.85206834
 3001.80017801]","[6836.79199219 7407.421875   7741.18652344 ... 7235.15625    7009.05761719
 6826.02539062]",[0.        0.        0.        ... 0.7466386 1.8460431 2.037201 ],[0.18869169 0.22032394 0.24228053 ... 0.17810024 0.18322225 0.15344188],[0.06494141 0.10644531 0.12988281 ... 0.10107422 0.11572266 0.09326172],"[3111.2212683  3140.5063538  3161.66297587 ... 3170.78967974 3029.00632322
 2979.03676292]"
TR676684,ART07024718,1323000,22050,"[6844.4331486  7282.06080803 7039.06389937 ... 2416.8766494  2261.66358925
 2433.57275167]","[9722.24121094 9786.84082031 9668.40820312 ... 5555.56640625 5275.63476562
 5437.13378906]",[0.        0.        0.        ... 0.498767  0.6845871 1.0142506],[0.09649047 0.10877853 0.1359599  ... 0.42091197 0.40767443 0.36134484],[0.35693359 0.49169922 0.51806641 ... 0.06787109 0.05859375 0.04589844],"[3281.96143576 2937.90238079 2853.78282863 ... 2851.12751127 2723.29758179
 2756.80497221]"
TR731379,ART07024718,1323000,22050,"[2250.88538632 2166.65806434 2323.68224832 ... 2160.89063242 1663.46528655
 1428.68392203]","[6330.76171875 6664.52636719 6944.45800781 ... 4769.60449219 3929.80957031
 2831.61621094]",[0.        0.        0.        ... 1.0167155 1.459523  3.9891865],[0.15525989 0.19285159 0.21303995 ... 0.311347   0.343104   0.3274705 ],[0.0390625  0.05761719 0.078125   ... 0.07470703 0.06201172 0.04345703],"[2978.79630176 3094.37697636 3156.47209477 ... 2526.43755688 2263.34988671
 2045.72447541]"
TR983233,ART25707984,1323000,22050,"[4610.00983552 4476.44728862 3356.64616013 ... 1490.5611446  1683.83858034
 1907.20347009]","[9463.84277344 9485.37597656 9033.17871094 ... 2357.88574219 2551.68457031
 3919.04296875]",[0.         0.         0.         ... 0.82285947 0.65047926 0.9658166 ],[0.24504699 0.29741398 0.35905707 ... 0.45488873 0.43042383 0.3497953 ],[0.03369141 0.03857422 0.06884766 ... 0.03808594 0.03759766 0.02685547],"[4046.54425187 4094.12334618 3832.88751286 ... 1990.38258997 2218.57976255
 2554.51983138]"
TR869701,ART07024718,1323000,22050,"[2754.65548414 2661.8098764  2428.57095736 ... 2347.84862972 2056.29767242
 1649.01454445]","[6212.32910156 5910.86425781 5566.33300781 ... 6459.9609375  5028.00292969
 3596.04492188]",[0.        0.        0.        ... 7.1327624 1.1226372 0.3414621],[0.21573272 0.26965255 0.33177423 ... 0.5081511  0.50692004 0.42878765],[0.06054688 0.08691406 0.11425781 ... 0.05859375 0.03271484 0.01806641],"[2774.74154246 2661.18644335 2504.36767519 ... 2995.26618734 2758.77433605
 2458.17472348]"
TR385951,ART25707984,1323000,22050,"[1705.21584117 1781.1976256  1773.16224954 ... 2953.47695649 3249.90498513
 3078.01495167]","[3628.34472656 3822.14355469 3779.07714844 ... 6352.29492188 6642.99316406
 6169.26269531]",[0.        0.        0.        ... 1.9671541 0.917996  0.7763057],[0.10527792 0.13110256 0.14992853 ... 0.27397102 0.2578784  0.20945512],[0.03710938 0.05761719 0.07519531 ... 0.15673828 0.15673828 0.12597656],"[1998.42226886 2058.67382936 2063.28042165 ... 2799.23943237 2861.85585759
 2780.86897566]"
TR418852,ART25707984,1323000,22050,"[2719.82960589 2933.85270615 3265.28316618 ... 4512.85455588 3879.90688372
 2901.15659555]","[6029.296875   6642.99316406 7138.25683594 ... 8570.21484375 7719.65332031
 5049.53613281]",[0.         0.         0.         ... 1.812689   0.5260399  0.18925369],[0.1734084  0.21058464 0.23167275 ... 0.18674895 0.13131574 0.09639547],[0.06640625 0.10546875 0.14306641 ... 0.29296875 0.28417969 0.18945312],"[2773.42761046 2893.45436137 2969.00724365 ... 3060.86928363 2904.53126239
 2256.68803753]"
TR252912,ART25707984,1323000,22050,"[2250.83728995 1990.75236489 1762.80738747 ... 3360.43367868 3499.01057983
 3285.00059292]","[5641.69921875 5318.70117188 4791.13769531 ... 7967.28515625 8128.78417969
 7891.91894531]",[0.         0.         0.         ... 0.48029405 0.76421094 1.7866488 ],[0.13008352 0.34448048 0.47583556 ... 0.12129046 0.15444979 0.14951994],[0.01171875 0.01513672 0.01806641 ... 0.16992188 0.13183594 0.10839844],"[2814.55954235 2680.02382563 2595.56102496 ... 3334.0132295  3397.1548355
 3340.09170999]"
TR990945,ART25707984,1323000,22050,"[2291.89968437 2208.58433839 2285.44805435 ... 1751.19984343 1802.73805751
 2995.16391463]","[5577.09960938 5566.33300781 5792.43164062 ... 4166.67480469 4694.23828125
 6912.15820312]",[0.         0.         0.         ... 1.2777163  0.77120274 0.37670484],[0.28105053 0.33234027 0.37630063 ... 0.30970058 0.28495145 0.2546655 ],[0.03515625 0.05615234 0.06640625 ... 0.04638672 0.06884766 0.04589844],"[2617.29929534 2677.8281508  2754.70378571 ... 2491.67294993 2734.55396617
 3196.31974882]"
TR650447,ART07024718,1323000,22050,"[3043.19770639 3309.11692071 3566.14029826 ... 1837.65487973 1958.0919074
 1807.70004674]","[6546.09375    6675.29296875 6772.19238281 ... 3886.74316406 4102.07519531
 3908.27636719]",[0.         0.         0.         ... 0.69316137 1.2601395  0.7047389 ],[0.11486849 0.13303743 0.14659284 ... 0.17334542 0.15669002 0.12005714],[0.08837891 0.13720703 0.18164062 ... 0.06933594 0.06738281 0.04345703],"[2571.55223861 2626.62556096 2670.97066584 ... 2351.57794804 2375.63479127
 2304.93392015]"
TR997195,ART25707984,1323000,22050,"[2910.84567032 2896.16336569 2522.72519329 ... 4356.22992334 4786.84393222
 4709.61573301]","[7299.75585938 7202.85644531 6610.69335938 ... 8925.51269531 8753.24707031
 8559.44824219]",[0.         0.         0.         ... 0.86784834 1.6358355  1.1505082 ],[0.15259856 0.192408   0.22376116 ... 0.27752963 0.25962827 0.2340049 ],[0.02832031 0.03271484 0.04199219 ... 0.15771484 0.19140625 0.14697266],"[3230.28493017 3220.18636988 3072.71154059 ... 3673.58918526 3590.87497764
 3522.12053373]"
TR674551,ART07024718,1323000,22050,"[1925.61352647 2166.79840614 2282.3340075  ... 4871.34747633 4313.03187803
 2660.63585221]","[5221.80175781 5889.33105469 6266.16210938 ... 9722.24121094 9603.80859375
 7751.953125  ]",[0.         0.         0.         ... 0.853777   0.56031156 0.91784894],[0.1870403  0.24562368 0.29001468 ... 0.2833489  0.27281633 0.23913804],[0.03417969 0.04638672 0.06689453 ... 0.10986328 0.078125   0.03173828],"[2757.83561496 2894.16912867 3000.55631547 ... 4078.23905307 4007.00767519
 3476.13648155]"
TR877889,ART25707984,1323000,22050,"[2474.32500693 2708.02721001 2650.13783195 ... 4111.4433914  4205.79788639
 3133.54812099]","[5534.03320312 5813.96484375 5727.83203125 ... 7708.88671875 8279.51660156
 6470.72753906]",[0.         0.         0.         ... 0.7682946  0.26359332 0.2125003 ],[0.16214773 0.19820358 0.22122638 ... 0.07368899 0.13861209 0.1350513 ],[0.06542969 0.09326172 0.10693359 ... 0.26757812 0.25488281 0.20507812],"[2451.24578818 2569.97598902 2606.02344293 ... 2980.09091233 3122.77214745
 2841.50695876]"
TR219103,ART25707984,1323000,22050,"[2192.48445655 2061.52873886 2103.4991373  ... 2021.40803093 2058.84198302
 1891.09351789]","[5081.8359375  4834.20410156 4812.67089844 ... 4295.87402344 4758.83789062
 4231.27441406]",[0.        0.        0.        ... 2.5600715 6.2572346 2.687669 ],[0.26630655 0.29692313 0.32320067 ... 0.25187176 0.29807106 0.27538344],[0.02490234 0.04492188 0.06445312 ... 0.14550781 0.09277344 0.06738281],"[2621.78271362 2469.52405471 2400.54721504 ... 2297.34830162 2362.0155643
 2358.66856593]"
TR724010,ART25707984,1323000,22050,"[2004.44136567 1939.35730492 1776.5461394  ... 3397.28115914 2091.96641729
 1870.44301148]","[5307.93457031 5469.43359375 5394.06738281 ... 8559.44824219 6729.12597656
 4188.20800781]",[0.        0.        0.        ... 2.3875635 1.5558438 0.5354869],[0.278225   0.38310802 0.45513862 ... 0.16073333 0.11594111 0.09416056],[0.05175781 0.05712891 0.06494141 ... 0.07617188 0.06298828 0.02294922],"[2798.91498337 2887.62499135 2858.9869626  ... 3628.15008124 3074.44481792
 2608.26930486]"
TR407335,ART25707984,1323000,22050,"[2325.49033472 2382.15010601 2635.16422327 ... 3471.93653312 3377.32246111
 3187.85868383]","[6276.92871094 6373.828125   6815.25878906 ... 7418.18847656 6976.7578125
 7127.49023438]",[0.        0.        0.        ... 1.0232475 0.6583954 1.707881 ],[0.15529397 0.18322283 0.24059941 ... 0.26919308 0.2525482  0.21575336],[0.04638672 0.06835938 0.10986328 ... 0.17138672 0.16943359 0.13134766],"[2870.14699283 2878.02889223 3007.28613398 ... 3028.34381185 2936.62266913
 2944.6263893 ]"
TR722654,ART07024718,1323000,22050,"[2001.46476434 1999.23282292 2126.47451549 ... 1379.75203521 1302.95288059
 1317.45676255]","[5157.20214844 4705.00488281 5103.36914062 ... 2336.35253906 2196.38671875
 2217.91992188]",[0.         0.         0.         ... 1.215718   0.78759205 1.025701  ],[0.08648831 0.11108506 0.1303438  ... 0.14433838 0.14992864 0.13620399],[0.03564453 0.0625     0.08447266 ... 0.04492188 0.04296875 0.03369141],"[2461.25357051 2379.34247706 2397.51966807 ... 1962.19046397 1926.02314992
 1979.99806785]"
TR601703,ART07024718,1323000,22050,"[2724.74525151 2607.20176065 2464.61029815 ... 1917.41453825 1619.49034909
 1507.18235988]","[7730.41992188 7407.421875   7041.35742188 ... 6696.82617188 6416.89453125
 4575.80566406]",[0.         0.         0.         ... 2.9481235  0.5976981  0.51425284],[0.01916969 0.02907115 0.03774938 ... 0.12904668 0.13645421 0.12690097],[0.03759766 0.04638672 0.05908203 ... 0.03808594 0.02636719 0.01464844],"[3290.71742777 3295.01572446 3203.17162552 ... 2988.51097657 2793.77982012
 2671.47405031]"
TR591050,ART25707984,1323000,22050,"[2743.69441091 2753.43500762 3101.16360185 ... 3407.10499762 3171.73619007
 3428.27877775]","[6395.36132812 6212.32910156 6610.69335938 ... 7095.19042969 6653.75976562
 7009.05761719]",[0.        0.        0.        ... 3.0606177 2.3088589 3.7754881],[0.18921934 0.22406854 0.23458923 ... 0.17786653 0.18686463 0.1750185 ],[0.0625     0.11279297 0.17529297 ... 0.24169922 0.23583984 0.16845703],"[2823.52527105 2725.35733559 2753.95504579 ... 2768.94090807 2767.09348231
 2839.49435486]"
